-1	-2.06115e-09
-0.99	-3.03805e-09
-0.98	-4.45962e-09
-0.97	-6.51956e-09
-0.96	-9.49195e-09
-0.95	-1.37628e-08
-0.94	-1.98736e-08
-0.93	-2.85797e-08
-0.92	-4.09309e-08
-0.91	-5.83789e-08
-0.9	-8.29224e-08
-0.89	-1.173e-07
-0.88	-1.65246e-07
-0.87	-2.3183e-07
-0.86	-3.23903e-07
-0.85	-4.50675e-07
-0.84	-6.24476e-07
-0.83	-8.61725e-07
-0.82	-1.18419e-06
-0.81	-1.62059e-06
-0.8	-2.20862e-06
-0.79	-2.99753e-06
-0.78	-4.05135e-06
-0.77	-5.45289e-06
-0.76	-7.30876e-06
-0.75	-9.75547e-06
-0.74	-1.2967e-05
-0.73	-1.71638e-05
-0.72	-2.26239e-05
-0.71	-2.96962e-05
-0.7	-3.88161e-05
-0.69	-5.05239e-05
-0.68	-6.54868e-05
-0.67	-8.45238e-05
-0.66	-0.000108635
-0.65	-0.000139035
-0.64	-0.00017719
-0.63	-0.000224859
-0.62	-0.000284142
-0.61	-0.000357528
-0.6	-0.000447951
-0.59	-0.000558848
-0.58	-0.000694216
-0.57	-0.000858676
-0.56	-0.00105753
-0.55	-0.00129682
-0.54	-0.00158339
-0.53	-0.00192491
-0.52	-0.00232991
-0.51	-0.00280783
-0.5	-0.00336897
-0.49	-0.00402452
-0.48	-0.00478644
-0.47	-0.00566741
-0.46	-0.00668072
-0.45	-0.00784007
-0.44	-0.00915935
-0.43	-0.0106524
-0.42	-0.0123327
-0.41	-0.014213
-0.4	-0.0163049
-0.39	-0.0186183
-0.38	-0.0211612
-0.37	-0.0239389
-0.36	-0.0269533
-0.35	-0.0302028
-0.34	-0.0336814
-0.33	-0.0373784
-0.32	-0.0412776
-0.31	-0.0453574
-0.3	-0.0495897
-0.29	-0.0539405
-0.28	-0.0583693
-0.27	-0.0628293
-0.26	-0.0672678
-0.25	-0.0716262
-0.24	-0.075841
-0.23	-0.0798444
-0.22	-0.0835652
-0.21	-0.0869304
-0.2	-0.0898658
-0.19	-0.0922981
-0.18	-0.0941564
-0.17	-0.0953733
-0.16	-0.0958873
-0.15	-0.0956442
-0.14	-0.0945986
-0.13	-0.0927154
-0.12	-0.0899714
-0.11	-0.0863562
-0.1	-0.0818731
-0.09	-0.0765397
-0.08	-0.0703883
-0.07	-0.0634654
-0.06	-0.0558319
-0.05	-0.0475615
-0.04	-0.0387403
-0.03	-0.0294648
-0.02	-0.0198406
-0.01	-0.00998002
7.5287e-16	7.5287e-16
0.01	0.00998002
0.02	0.0198406
0.03	0.0294648
0.04	0.0387403
0.05	0.0475615
0.06	0.0558319
0.07	0.0634654
0.08	0.0703883
0.09	0.0765397
0.1	0.0818731
0.11	0.0863562
0.12	0.0899714
0.13	0.0927154
0.14	0.0945986
0.15	0.0956442
0.16	0.0958873
0.17	0.0953733
0.18	0.0941564
0.19	0.0922981
0.2	0.0898658
0.21	0.0869304
0.22	0.0835652
0.23	0.0798444
0.24	0.075841
0.25	0.0716262
0.26	0.0672678
0.27	0.0628293
0.28	0.0583693
0.29	0.0539405
0.3	0.0495897
0.31	0.0453574
0.32	0.0412776
0.33	0.0373784
0.34	0.0336814
0.35	0.0302028
0.36	0.0269533
0.37	0.0239389
0.38	0.0211612
0.39	0.0186183
0.4	0.0163049
0.41	0.014213
0.42	0.0123327
0.43	0.0106524
0.44	0.00915935
0.45	0.00784007
0.46	0.00668072
0.47	0.00566741
0.48	0.00478644
0.49	0.00402452
0.5	0.00336897
0.51	0.00280783
0.52	0.00232991
0.53	0.00192491
0.54	0.00158339
0.55	0.00129682
0.56	0.00105753
0.57	0.000858676
0.58	0.000694216
0.59	0.000558848
0.6	0.000447951
0.61	0.000357528
0.62	0.000284142
0.63	0.000224859
0.64	0.00017719
0.65	0.000139035
0.66	0.000108635
0.67	8.45238e-05
0.68	6.54868e-05
0.69	5.05239e-05
0.7	3.88161e-05
0.71	2.96962e-05
0.72	2.26239e-05
0.73	1.71638e-05
0.74	1.2967e-05
0.75	9.75547e-06
0.76	7.30876e-06
0.77	5.45289e-06
0.78	4.05135e-06
0.79	2.99753e-06
0.8	2.20862e-06
0.81	1.62059e-06
0.82	1.18419e-06
0.83	8.61725e-07
0.84	6.24476e-07
0.85	4.50675e-07
0.86	3.23903e-07
0.87	2.3183e-07
0.88	1.65246e-07
0.89	1.173e-07
0.9	8.29224e-08
0.91	5.83789e-08
0.92	4.09309e-08
0.93	2.85797e-08
0.94	1.98736e-08
0.95	1.37628e-08
0.96	9.49195e-09
0.97	6.51956e-09
0.98	4.45962e-09
0.99	3.03805e-09
