-1	0.000250768
-0.99	-0.000251548
-0.98	-0.000125742
-0.97	0.00011367
-0.96	0.000255158
-0.95	0.000253876
-0.94	0.000144026
-0.93	-1.42499e-05
-0.92	-0.000164176
-0.91	-0.000265883
-0.9	-0.000300077
-0.89	-0.000266016
-0.88	-0.000176733
-0.87	-5.34004e-05
-0.86	7.99651e-05
-0.85	0.00020081
-0.84	0.000291085
-0.83	0.000338995
-0.82	0.000339588
-0.81	0.00029441
-0.8	0.000210464
-0.79	9.87534e-05
-0.78	-2.73754e-05
-0.77	-0.000153889
-0.76	-0.000267564
-0.75	-0.000357224
-0.74	-0.000414641
-0.73	-0.000435092
-0.72	-0.000417558
-0.71	-0.000364602
-0.7	-0.000281992
-0.69	-0.000178101
-0.68	-6.31803e-05
-0.67	5.14428e-05
-0.66	0.000154169
-0.65	0.000233883
-0.64	0.000280599
-0.63	0.00028598
-0.62	0.000243681
-0.61	0.000149523
-0.6	1.4855e-06
-0.59	-0.000200473
-0.58	-0.000454744
-0.57	-0.000758527
-0.56	-0.00110838
-0.55	-0.00150085
-0.54	-0.00193307
-0.53	-0.00240345
-0.52	-0.00291221
-0.51	-0.00346187
-0.5	-0.00405769
-0.49	-0.0047079
-0.48	-0.00542379
-0.47	-0.0062197
-0.46	-0.00711279
-0.45	-0.00812267
-0.44	-0.00927085
-0.43	-0.0105801
-0.42	-0.0120738
-0.41	-0.0137746
-0.4	-0.0157041
-0.39	-0.0178815
-0.38	-0.0203225
-0.37	-0.0230389
-0.36	-0.026037
-0.35	-0.0293171
-0.34	-0.0328731
-0.33	-0.0366915
-0.32	-0.0407511
-0.31	-0.0450231
-0.3	-0.0494708
-0.29	-0.05405
-0.28	-0.058709
-0.27	-0.0633898
-0.26	-0.0680285
-0.25	-0.0725561
-0.24	-0.0769002
-0.23	-0.0809858
-0.22	-0.0847367
-0.21	-0.088077
-0.2	-0.0909329
-0.19	-0.0932336
-0.18	-0.0949133
-0.17	-0.0959125
-0.16	-0.0961792
-0.15	-0.0956702
-0.14	-0.0943525
-0.13	-0.0922036
-0.12	-0.089213
-0.11	-0.0853819
-0.1	-0.0807242
-0.09	-0.0752661
-0.08	-0.069046
-0.07	-0.0621145
-0.06	-0.054533
-0.05	-0.0463735
-0.04	-0.0377172
-0.03	-0.0286535
-0.02	-0.0192781
-0.01	-0.00969215
7.5287e-16	7.69148e-16
0.01	0.00969215
0.02	0.0192781
0.03	0.0286535
0.04	0.0377172
0.05	0.0463735
0.06	0.054533
0.07	0.0621145
0.08	0.069046
0.09	0.0752661
0.1	0.0807242
0.11	0.0853819
0.12	0.089213
0.13	0.0922036
0.14	0.0943525
0.15	0.0956702
0.16	0.0961792
0.17	0.0959125
0.18	0.0949133
0.19	0.0932336
0.2	0.0909329
0.21	0.088077
0.22	0.0847367
0.23	0.0809858
0.24	0.0769002
0.25	0.0725561
0.26	0.0680285
0.27	0.0633898
0.28	0.058709
0.29	0.05405
0.3	0.0494708
0.31	0.0450231
0.32	0.0407511
0.33	0.0366915
0.34	0.0328731
0.35	0.0293171
0.36	0.026037
0.37	0.0230389
0.38	0.0203225
0.39	0.0178815
0.4	0.0157041
0.41	0.0137746
0.42	0.0120738
0.43	0.0105801
0.44	0.00927085
0.45	0.00812267
0.46	0.00711279
0.47	0.0062197
0.48	0.00542379
0.49	0.0047079
0.5	0.00405769
0.51	0.00346187
0.52	0.00291221
0.53	0.00240345
0.54	0.00193307
0.55	0.00150085
0.56	0.00110838
0.57	0.000758527
0.58	0.000454744
0.59	0.000200473
0.6	-1.4855e-06
0.61	-0.000149523
0.62	-0.000243681
0.63	-0.00028598
0.64	-0.000280599
0.65	-0.000233883
0.66	-0.000154169
0.67	-5.14428e-05
0.68	6.31803e-05
0.69	0.000178101
0.7	0.000281992
0.71	0.000364602
0.72	0.000417558
0.73	0.000435092
0.74	0.000414641
0.75	0.000357224
0.76	0.000267564
0.77	0.000153889
0.78	2.73754e-05
0.79	-9.87534e-05
0.8	-0.000210464
0.81	-0.00029441
0.82	-0.000339588
0.83	-0.000338995
0.84	-0.000291085
0.85	-0.00020081
0.86	-7.99651e-05
0.87	5.34004e-05
0.88	0.000176733
0.89	0.000266016
0.9	0.000300077
0.91	0.000265883
0.92	0.000164176
0.93	1.42499e-05
0.94	-0.000144026
0.95	-0.000253876
0.96	-0.000255158
0.97	-0.00011367
0.98	0.000125742
0.99	0.000251548
