 0.01        0.99  0.990099
 0.02    0.980199  0.9803922
 0.03   0.9705911  0.9708738
 0.04   0.9611706  0.9615385
 0.05   0.9519321  0.952381
 0.06   0.9428704  0.9433962
 0.07   0.9339803  0.9345794
 0.08   0.9252572  0.9259259
 0.09   0.9166961  0.9174312
  0.1   0.9082928  0.9090909
 0.11   0.9000429  0.9009009
 0.12   0.8919421  0.8928571
 0.13   0.8839865  0.8849558
 0.14   0.8761722  0.877193
 0.15   0.8684954  0.8695652
 0.16   0.8609525  0.862069
 0.17   0.8535402  0.8547009
 0.18   0.8462548  0.8474576
 0.19   0.8390934  0.8403361
  0.2   0.8320526  0.8333333
 0.21   0.8251295  0.8264463
 0.22   0.8183211  0.8196721
 0.23   0.8116246  0.8130081
 0.24   0.8050373  0.8064516
 0.25   0.7985564  0.8
 0.26   0.7921795  0.7936508
 0.27    0.785904  0.7874016
 0.28   0.7797275  0.78125
 0.29   0.7736478  0.7751938
  0.3   0.7676625  0.7692308
 0.31   0.7617694  0.7633588
 0.32   0.7559665  0.7575758
 0.33   0.7502517  0.7518797
 0.34   0.7446229  0.7462687
 0.35   0.7390782  0.7407407
 0.36   0.7336159  0.7352941
 0.37    0.728234  0.729927
 0.38   0.7229307  0.7246377
 0.39   0.7177044  0.7194245
  0.4   0.7125534  0.7142857
 0.41   0.7074761  0.7092199
 0.42   0.7024709  0.7042254
 0.43   0.6975362  0.6993007
 0.44   0.6926707  0.6944444
 0.45   0.6878727  0.6896552
 0.46    0.683141  0.6849315
 0.47   0.6784742  0.6802721
 0.48    0.673871  0.6756757
 0.49   0.6693299  0.6711409
  0.5   0.6648499  0.6666667
 0.51   0.6604297  0.6622517
 0.52    0.656068  0.6578947
 0.53   0.6517637  0.6535948
 0.54   0.6475158  0.6493506
 0.55    0.643323  0.6451613
 0.56   0.6391844  0.6410256
 0.57   0.6350988  0.6369427
 0.58   0.6310653  0.6329114
 0.59   0.6270828  0.6289308
  0.6   0.6231505  0.625
 0.61   0.6192674  0.621118
 0.62   0.6154324  0.617284
 0.63   0.6116449  0.6134969
 0.64   0.6079038  0.6097561
 0.65   0.6042083  0.6060606
 0.66   0.6005576  0.6024096
 0.67   0.5969509  0.5988024
 0.68   0.5933874  0.5952381
 0.69   0.5898663  0.591716
  0.7   0.5863869  0.5882353
 0.71   0.5829484  0.5847953
 0.72   0.5795501  0.5813953
 0.73   0.5761913  0.5780347
 0.74   0.5728714  0.5747126
 0.75   0.5695896  0.5714286
 0.76   0.5663452  0.5681818
 0.77   0.5631378  0.5649718
 0.78   0.5599665  0.5617978
 0.79   0.5568309  0.5586592
  0.8   0.5537303  0.5555556
 0.81   0.5506641  0.5524862
 0.82   0.5476318  0.5494505
 0.83   0.5446328  0.5464481
 0.84   0.5416666  0.5434783
 0.85   0.5387325  0.5405405
 0.86   0.5358302  0.5376344
 0.87   0.5329591  0.5347594
 0.88   0.5301186  0.5319149
 0.89   0.5273084  0.5291005
  0.9   0.5245278  0.5263158
 0.91   0.5217765  0.5235602
 0.92    0.519054  0.5208333
 0.93   0.5163598  0.5181347
 0.94   0.5136936  0.5154639
 0.95   0.5110548  0.5128205
 0.96    0.508443  0.5102041
 0.97   0.5058578  0.5076142
 0.98   0.5032989  0.5050505
 0.99   0.5007658  0.5025126
    1   0.4982582  0.5
