7.07107e-06	7.07106e-06
2.12132e-05	2.12132e-05
4.24264e-05	4.24262e-05
7.07107e-05	7.07102e-05
0.000106066	0.000106065
0.000148492	0.00014849
0.00019799	0.000197986
0.000254558	0.000254552
0.000318198	0.000318188
0.000388908	0.000388893
0.00046669	0.000466668
0.000551542	0.000551512
0.000643466	0.000643424
0.00074246	0.000742405
0.000848526	0.000848454
0.000961662	0.000961569
0.00108187	0.00108175
0.00120915	0.001209
0.0013435	0.00134332
0.00148492	0.0014847
0.00163341	0.00163314
0.00178897	0.00178865
0.0019516	0.00195122
0.0021213	0.00212085
0.00229808	0.00229755
0.00248192	0.00248131
0.00267284	0.00267212
0.00287082	0.00287
0.00307588	0.00307493
0.00328801	0.00328693
0.00350721	0.00350598
0.00373347	0.00373208
0.00396681	0.00396524
0.00420722	0.00420545
0.0044547	0.00445272
0.00470925	0.00470703
0.00497087	0.0049684
0.00523956	0.00523682
0.00551533	0.00551228
0.00579816	0.00579479
0.00608806	0.00608435
0.00638503	0.00638095
0.00668907	0.0066846
0.00700018	0.00699528
0.00731837	0.00731301
0.00764362	0.00763777
0.00797594	0.00796958
0.00831533	0.00830842
0.00866179	0.00865429
0.00901532	0.0090072
0.00937593	0.00936713
0.0097436	0.0097341
0.0101183	0.0101081
0.0105001	0.0104891
0.010889	0.0108772
0.011285	0.0112722
0.011688	0.0116743
0.0120981	0.0120834
0.0125152	0.0124996
0.0129395	0.0129227
0.0133708	0.0133529
0.0138091	0.0137901
0.0142546	0.0142342
0.0147071	0.0146854
0.0151666	0.0151436
0.0156333	0.0156088
0.016107	0.016081
0.0165878	0.0165602
0.0170756	0.0170464
0.0175705	0.0175396
0.0180725	0.0180398
0.0185815	0.018547
0.0190977	0.0190612
0.0196209	0.0195823
0.0201511	0.0201105
0.0206884	0.0206456
0.0212328	0.0211877
0.0217843	0.0217368
0.0223428	0.0222929
0.0229084	0.0228559
0.0234811	0.0234259
0.0240608	0.0240029
0.0246476	0.0245868
0.0252415	0.0251777
0.0258424	0.0257756
0.0264504	0.0263804
0.0270655	0.0269922
0.0276876	0.0276109
0.0283168	0.0282366
0.0289531	0.0288692
0.0295964	0.0295088
0.0302468	0.0301553
0.0309043	0.0308087
0.0315688	0.0314691
0.0322404	0.0321364
0.0329191	0.0328107
0.0336048	0.0334918
0.0342976	0.0341799
0.0349974	0.0348749
0.0357044	0.0355769
0.0364184	0.0362857
0.0371394	0.0370015
0.0378676	0.0377241
0.0386028	0.0384537
0.039345	0.0391902
0.0400943	0.0399335
0.0408507	0.0406838
