-3.750000      0.000428      0.000353
-3.250000      0.002152      0.002029
-2.750000      0.009642      0.009094
-2.250000      0.033334      0.031740
-1.750000      0.088448      0.086277
-1.250000      0.184292      0.182649
-0.750000      0.300640      0.301137
-0.250000      0.383212      0.386668
0.250000      0.382162      0.386668
0.750000      0.298598      0.301137
1.250000      0.183460      0.182649
1.750000      0.087670      0.086277
2.250000      0.033612      0.031740
2.750000      0.009600      0.009094
3.250000      0.002256      0.002029
